what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013610833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013611441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013615815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013616887
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1455013617089
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1455013618335
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455013618541
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1455013622266
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455013648062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013651975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013652935
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1455013653104
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1455013654540
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455013654784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013661482
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1455013661514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013671558
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1455013671671
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1455013671709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013671769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013674074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013674092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013674882
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455013676398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013678980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013679924
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1455013680112
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1455013682131
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455013682416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013688357
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1455013688402
opened,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1455013688418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013700291
error,log,,,"Exception in org.eclipse.ui.internal.PageLayout.stackView: org.eclipse.ui.PartInitException: Could not create view: org.eclipse.cdt.debug.ui.DisassemblyView",1455013700310
error,log,,,"Exception in org.eclipse.ui.internal.PageLayout.stackView: org.eclipse.ui.PartInitException: Could not create view: org.eclipse.cdt.debug.ui.DisassemblyView",1455013700313
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1455013700432
activated,perspective,com.altera.sbtgui.ui,14.0.0.200,"com.altera.sbtgui.ui.debugPerspective",1455013700461
closed,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1455013717329
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455013717345
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1455013720116
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455013720120
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455013723045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013747953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013749577
executed,command,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project.commands.systemConsole",1455013749606
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1455013754610
activated,perspective,com.altera.sbtgui.ui,14.0.0.200,"com.altera.sbtgui.ui.cPerspective",1455013754611
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1455013754632
executed,command,,,"com.altera.sbtgui.ui.cPerspective",1455013754632
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455013759239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013762944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013763876
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1455013764060
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1455013765350
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455013765549
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1455013769043
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455013773381
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1455013777049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013782037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013782994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013783986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013817528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013822196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455013850246
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455013857658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1455013860651
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1455013866799
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1455013917392
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1455013919801
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455013950110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1455014023683
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455014024409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014026843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014027944
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1455014028990
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1455014029930
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455014032670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014035848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014036768
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1455014036971
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1455014038267
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455014038559
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1455014042249
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455014063834
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455014165423
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455014166504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1455014167718
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455014168628
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014171437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014172252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014176792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014177739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014177761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014179923
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1455014179941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014183366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014184027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014194672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014196841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014201160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014204626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014209345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014209989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014214225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014215226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014215243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014217905
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1455014217914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014222180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014225108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014228082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014246928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014279260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014279923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014285936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014286921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014286940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014289926
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1455014289943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1455014320141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014339888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014344067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014348006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014348659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014352838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014353818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014353833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014355804
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1455014355820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014391852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014422870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014433207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014435340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014439073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014439811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455014443568
